Name,ShapeQuery,TanimotoCombo,ShapeTanimoto,ColorTanimoto
8BQ_18_13,mini_4ujb_model0_chainA_8BQ_resi1351__chainA_altA_1,1.005,0.573,0.432
8BQ_14_69,mini_4ujb_model0_chainA_8BQ_resi1351__chainA_altA_1,0.983,0.787,0.195
8BQ_11_103,mini_4ujb_model0_chainA_8BQ_resi1351__chainA_altA_1,0.914,0.641,0.273
47W_13_0,mini_4umt_model0_chainA_47W_resi1335__chainA_1,0.769,0.536,0.234
47W_25_87,mini_4umt_model0_chainA_47W_resi1335__chainA_1,0.765,0.588,0.177
47W_24_113,mini_4umt_model0_chainA_47W_resi1335__chainA_1,0.728,0.615,0.113
0V0_20_153,mini_4umu_model0_chainA_0V0_resi1334__chainA_1,0.92,0.738,0.181
0V0_13_10,mini_4umu_model0_chainA_0V0_resi1334__chainA_1,0.86,0.64,0.22
0V0_26_210,mini_4umu_model0_chainA_0V0_resi1334__chainA_1,0.85,0.701,0.149
VVS_15_153,mini_4umx_model0_chainA_VVS_resi1415__chainA_1,0.801,0.495,0.306
VVS_11_36,mini_4umx_model0_chainA_VVS_resi1415__chainA_1,0.8,0.61,0.19
VVS_17_4,mini_4umx_model0_chainA_VVS_resi1415__chainA_1,0.798,0.562,0.237
QZZ_12_101,mini_4unn_model0_chainA_QZZ_resi1210__chainA_altA_1,0.943,0.724,0.219
QZZ_10_49,mini_4unn_model0_chainA_QZZ_resi1210__chainA_altA_1,0.905,0.642,0.264
QZZ_6_0,mini_4unn_model0_chainA_QZZ_resi1210__chainA_altA_1,0.894,0.622,0.272
H6D_23_2,mini_4unq_model0_chainA_H6D_resi1210__chainA_altA_1,1.063,0.737,0.326
H6D_26_17,mini_4unq_model0_chainA_H6D_resi1210__chainA_altA_1,1.023,0.715,0.309
H6D_25_254,mini_4unq_model0_chainA_H6D_resi1210__chainA_altA_1,0.943,0.701,0.241
QZ3_11_42,mini_4uns_model0_chainA_QZ3_resi1210__chainA_1,0.976,0.69,0.287
QZ3_14_54,mini_4uns_model0_chainA_QZ3_resi1210__chainA_1,0.975,0.647,0.329
QZ3_18_196,mini_4uns_model0_chainA_QZ3_resi1210__chainA_1,0.952,0.651,0.301
6UI_15_61,mini_4usf_model0_chainB_6UI_resi700__chainB_altB_1,1.085,0.771,0.314
6UI_13_25,mini_4usf_model0_chainB_6UI_resi700__chainB_altB_1,1.027,0.742,0.285
6UI_8_25,mini_4usf_model0_chainB_6UI_resi700__chainB_altB_1,0.997,0.704,0.294
JVT_10_160,mini_4uwb_model0_chainA_JVT_resi1769__chainA_altA_1,0.991,0.779,0.211
JVT_16_33,mini_4uwb_model0_chainA_JVT_resi1769__chainA_altA_1,0.94,0.669,0.27
JVT_24_78,mini_4uwb_model0_chainA_JVT_resi1769__chainA_altA_1,0.928,0.785,0.143
4Y0_22_5,mini_4uwc_model0_chainA_4Y0_resi1773__chainA_altB_1,1.16,0.685,0.475
4Y0_20_109,mini_4uwc_model0_chainA_4Y0_resi1773__chainA_altB_1,1.005,0.742,0.263
4Y0_19_69,mini_4uwc_model0_chainA_4Y0_resi1773__chainA_altB_1,0.984,0.762,0.222
9F9_10_54,mini_4uye_model0_chainB_9F9_resi1738__chainB_altB_1,0.995,0.687,0.308
9F9_23_169,mini_4uye_model0_chainB_9F9_resi1738__chainB_altB_1,0.969,0.604,0.365
9F9_11_171,mini_4uye_model0_chainB_9F9_resi1738__chainB_altB_1,0.963,0.723,0.24
7HN_11_48,mini_4v0s_model0_chainA_7HN_resi1149__chainA_altB_1,1.13,0.733,0.398
7HN_20_110,mini_4v0s_model0_chainA_7HN_resi1149__chainA_altB_1,1.0,0.689,0.311
7HN_8_39,mini_4v0s_model0_chainA_7HN_resi1149__chainA_altB_1,0.997,0.658,0.34
3JB_7_16,mini_4w8e_model0_chainA_3JB_resi500__chainA_1,1.004,0.585,0.419
3JB_24_201,mini_4w8e_model0_chainA_3JB_resi500__chainA_1,0.885,0.641,0.244
3JB_8_113,mini_4w8e_model0_chainA_3JB_resi500__chainA_1,0.875,0.629,0.245
3LQ_6_11,mini_4we1_model0_chainA_3LQ_resi601__chainA_1,0.847,0.6,0.248
3LQ_23_76,mini_4we1_model0_chainA_3LQ_resi601__chainA_1,0.825,0.536,0.289
3LQ_12_196,mini_4we1_model0_chainA_3LQ_resi601__chainA_1,0.815,0.626,0.189
W11_18_28,mini_4wm7_model0_chainA_W11_resi301__chainA_1,0.965,0.679,0.287
W11_26_100,mini_4wm7_model0_chainA_W11_resi301__chainA_1,0.838,0.548,0.29
W11_23_189,mini_4wm7_model0_chainA_W11_resi301__chainA_1,0.809,0.662,0.146
19H_15_0,mini_4wmu_model0_chainA_19H_resi402__chainA_altA_1,1.046,0.6,0.446
19H_22_0,mini_4wmu_model0_chainA_19H_resi402__chainA_altA_1,1.04,0.644,0.396
19H_19_79,mini_4wmu_model0_chainA_19H_resi402__chainA_altA_1,0.951,0.714,0.237
3R7_20_0,mini_4wmx_model0_chainA_3R7_resi402__chainA_altC_1,1.239,0.747,0.492
3R7_5_2,mini_4wmx_model0_chainA_3R7_resi402__chainA_altC_1,1.196,0.789,0.407
3R7_11_0,mini_4wmx_model0_chainA_3R7_resi402__chainA_altC_1,1.029,0.719,0.31
3RF_4_44,mini_4wno_model0_chainA_3RF_resi401__chainA_altA_1,1.059,0.754,0.305
3RF_16_13,mini_4wno_model0_chainA_3RF_resi401__chainA_altA_1,0.873,0.517,0.356
3RF_10_76,mini_4wno_model0_chainA_3RF_resi401__chainA_altA_1,0.862,0.617,0.245
3RJ_22_285,mini_4wnp_model0_chainD_3RJ_resi401__chainD_altB_1,0.905,0.581,0.325
3RJ_20_5,mini_4wnp_model0_chainD_3RJ_resi401__chainD_altB_1,0.879,0.6,0.279
3RJ_24_16,mini_4wnp_model0_chainD_3RJ_resi401__chainD_altB_1,0.832,0.649,0.183
3TW_21_6,mini_4wrb_model0_chainA_3TW_resi201__chainA_altA_1,1.021,0.727,0.294
3TW_5_139,mini_4wrb_model0_chainA_3TW_resi201__chainA_altA_1,0.984,0.77,0.214
3TW_18_44,mini_4wrb_model0_chainA_3TW_resi201__chainA_altA_1,0.972,0.795,0.177
3U5_21_32,mini_4wsy_model0_chainA_3U5_resi401__chainA_1,0.988,0.783,0.206
3U5_19_226,mini_4wsy_model0_chainA_3U5_resi401__chainA_1,0.958,0.681,0.277
3U5_2_1,mini_4wsy_model0_chainA_3U5_resi401__chainA_1,0.955,0.724,0.23
3UL_23_4,mini_4wua_model0_chainA_3UL_resi701__chainA_altA_1,1.384,0.722,0.661
3UL_11_56,mini_4wua_model0_chainA_3UL_resi701__chainA_altA_1,1.217,0.731,0.486
3UL_15_8,mini_4wua_model0_chainA_3UL_resi701__chainA_altA_1,1.195,0.774,0.422
3UM_19_1,mini_4wv7_model0_chainA_3UM_resi601__chainA_1,0.994,0.668,0.326
3UM_13_3,mini_4wv7_model0_chainA_3UM_resi601__chainA_1,0.938,0.63,0.308
3UM_11_5,mini_4wv7_model0_chainA_3UM_resi601__chainA_1,0.914,0.614,0.299
3W7_19_204,mini_4wz8_model0_chainB_3W7_resi2301__chainC_chainB_1,0.953,0.645,0.308
3W7_18_100,mini_4wz8_model0_chainB_3W7_resi2301__chainC_chainB_1,0.916,0.729,0.187
3W7_21_167,mini_4wz8_model0_chainB_3W7_resi2301__chainC_chainB_1,0.886,0.708,0.179
XPF_17_121,mini_4x48_model0_chainC_XPF_altA_resi804__chainA_chainC_1,0.9,0.65,0.25
XPF_23_37,mini_4x48_model0_chainC_XPF_altA_resi804__chainA_chainC_1,0.864,0.65,0.213
XPF_2_14,mini_4x48_model0_chainC_XPF_altA_resi804__chainA_chainC_1,0.839,0.648,0.191
3X8_16_221,mini_4x50_model0_chainA_3X8_resi301__chainA_1,0.916,0.753,0.163
3X8_25_0,mini_4x50_model0_chainA_3X8_resi301__chainA_1,0.89,0.576,0.314
3X8_17_9,mini_4x50_model0_chainA_3X8_resi301__chainA_1,0.861,0.66,0.201
3Y1_13_5,mini_4x6i_model0_chainA_3Y1_resi301__chainA_altA_1,0.948,0.64,0.308
3Y1_22_168,mini_4x6i_model0_chainA_3Y1_resi301__chainA_altA_1,0.925,0.64,0.285
3Y1_14_22,mini_4x6i_model0_chainA_3Y1_resi301__chainA_altA_1,0.917,0.544,0.373
3Y2_15_5,mini_4x6j_model0_chainA_3Y2_resi307__chainA_altB_1,0.904,0.717,0.187
3Y2_24_1,mini_4x6j_model0_chainA_3Y2_resi307__chainA_altB_1,0.888,0.647,0.241
3Y2_19_15,mini_4x6j_model0_chainA_3Y2_resi307__chainA_altB_1,0.859,0.671,0.188
S94_12_31,mini_4x6y_model0_chainB_S94_resi601__chainB_1,1.045,0.732,0.313
S94_25_288,mini_4x6y_model0_chainB_S94_resi601__chainB_1,1.017,0.729,0.288
S94_26_241,mini_4x6y_model0_chainB_S94_resi601__chainB_1,0.994,0.637,0.357
X6G_13_15,mini_4xg6_model0_chainA_X6G_resi701__chainA_1,0.925,0.725,0.2
X6G_11_64,mini_4xg6_model0_chainA_X6G_resi701__chainA_1,0.877,0.608,0.27
X6G_26_242,mini_4xg6_model0_chainA_X6G_resi701__chainA_1,0.842,0.696,0.146
41N_5_13,mini_4xjp_model0_chainB_41N_resi502__chainB_altB_1,1.126,0.794,0.332
41N_24_113,mini_4xjp_model0_chainB_41N_resi502__chainB_altB_1,1.096,0.738,0.358
41N_21_69,mini_4xjp_model0_chainB_41N_resi502__chainB_altB_1,1.095,0.781,0.313
70X_26_257,mini_4xx3_model0_chainB_70X_resi502__chainB_1,1.0,0.683,0.317
70X_19_252,mini_4xx3_model0_chainB_70X_resi502__chainB_1,0.778,0.61,0.169
70X_22_293,mini_4xx3_model0_chainB_70X_resi502__chainB_1,0.777,0.565,0.212
43U_3_4,mini_4xy9_model0_chainA_43U_resi202__chainA_altB_1,1.092,0.762,0.33
43U_2_2,mini_4xy9_model0_chainA_43U_resi202__chainA_altB_1,1.069,0.788,0.282
43U_16_5,mini_4xy9_model0_chainA_43U_resi202__chainA_altB_1,0.983,0.722,0.26
43S_7_18,mini_4xya_model0_chainA_43S_resi201__chainA_1,1.181,0.809,0.373
43S_3_6,mini_4xya_model0_chainA_43S_resi201__chainA_1,1.031,0.709,0.322
43S_11_0,mini_4xya_model0_chainA_43S_resi201__chainA_1,0.994,0.717,0.277
519_19_57,mini_4y5h_model0_chainA_519_resi501__chainA_1,0.891,0.711,0.179
519_12_6,mini_4y5h_model0_chainA_519_resi501__chainA_1,0.873,0.65,0.224
519_20_20,mini_4y5h_model0_chainA_519_resi501__chainA_1,0.851,0.63,0.221
499_22_1,mini_4y85_model0_chainB_499_resi401__chainB_1,1.126,0.849,0.278
499_9_11,mini_4y85_model0_chainB_499_resi401__chainB_1,0.995,0.798,0.197
499_23_67,mini_4y85_model0_chainB_499_resi401__chainB_1,0.984,0.774,0.21
49J_20_19,mini_4y8d_model0_chainB_49J_resi401__chainB_altB_1,1.168,0.794,0.374
49J_19_239,mini_4y8d_model0_chainB_49J_resi401__chainB_altB_1,1.088,0.759,0.329
49J_24_207,mini_4y8d_model0_chainB_49J_resi401__chainB_altB_1,1.079,0.729,0.35
4A8_20_9,mini_4yat_model0_chainB_4A8_resi1103__chainB_1,1.129,0.794,0.334
4A8_9_3,mini_4yat_model0_chainB_4A8_resi1103__chainB_1,1.092,0.819,0.273
4A8_5_29,mini_4yat_model0_chainB_4A8_resi1103__chainB_1,1.076,0.808,0.269
45S_2_21,mini_4yes_model0_chainB_45S_resi704__chainB_1,0.92,0.767,0.153
45S_16_54,mini_4yes_model0_chainB_45S_resi704__chainB_1,0.901,0.606,0.295
45S_25_32,mini_4yes_model0_chainB_45S_resi704__chainB_1,0.889,0.658,0.231
Y80_17_45,mini_4yh3_model0_chainA_Y80_resi201__chainA_altA_1,0.96,0.64,0.321
Y80_2_9,mini_4yh3_model0_chainA_Y80_resi201__chainA_altA_1,0.894,0.579,0.316
Y80_23_123,mini_4yh3_model0_chainA_Y80_resi201__chainA_altA_1,0.892,0.57,0.322
Y81_7_160,mini_4yh4_model0_chainA_Y81_resi201__chainA_altC_1,1.05,0.691,0.359
Y81_1_19,mini_4yh4_model0_chainA_Y81_resi201__chainA_altC_1,1.009,0.658,0.352
Y81_21_29,mini_4yh4_model0_chainA_Y81_resi201__chainA_altC_1,0.978,0.735,0.244
52Y_19_30,mini_4ylw_model0_chainA_52Y_resi401__chainA_altC_1,1.131,0.687,0.444
52Y_18_224,mini_4ylw_model0_chainA_52Y_resi401__chainA_altC_1,1.112,0.721,0.39
52Y_5_4,mini_4ylw_model0_chainA_52Y_resi401__chainA_altC_1,1.012,0.735,0.277
4GD_14_63,mini_4yo6_model0_chainC_4GD_resi501__chainC_1,1.08,0.717,0.363
4GD_13_183,mini_4yo6_model0_chainC_4GD_resi501__chainC_1,1.054,0.737,0.317
4GD_17_20,mini_4yo6_model0_chainC_4GD_resi501__chainC_1,1.018,0.756,0.262
4G1_26_117,mini_4yq3_model0_chainA_4G1_resi301__chainA_1,0.983,0.674,0.308
4G1_20_16,mini_4yq3_model0_chainA_4G1_resi301__chainA_1,0.96,0.619,0.341
4G1_14_58,mini_4yq3_model0_chainA_4G1_resi301__chainA_1,0.912,0.651,0.26
4GZ_12_144,mini_4yqd_model0_chainA_4GZ_resi301__chainA_altB_1,0.844,0.648,0.196
4GZ_19_124,mini_4yqd_model0_chainA_4GZ_resi301__chainA_altB_1,0.823,0.562,0.261
4GZ_10_112,mini_4yqd_model0_chainA_4GZ_resi301__chainA_altB_1,0.817,0.556,0.261
4F7_19_41,mini_4yqh_model0_chainB_4F7_resi803__chainB_1,1.159,0.77,0.389
4F7_23_20,mini_4yqh_model0_chainB_4F7_resi803__chainB_1,1.082,0.842,0.24
4F7_24_21,mini_4yqh_model0_chainB_4F7_resi803__chainB_1,1.02,0.764,0.256
4HW_12_154,mini_4ytc_model0_chainA_4HW_resi4000__chainA_altB_1,0.901,0.601,0.3
4HW_10_158,mini_4ytc_model0_chainA_4HW_resi4000__chainA_altB_1,0.843,0.571,0.272
4HW_25_44,mini_4ytc_model0_chainA_4HW_resi4000__chainA_altB_1,0.835,0.611,0.225
4K6_12_167,mini_4yzu_model0_chainA_4K6_resi301__chainA_altB_1,1.036,0.788,0.248
4K6_13_60,mini_4yzu_model0_chainA_4K6_resi301__chainA_altB_1,0.872,0.664,0.208
4K6_16_19,mini_4yzu_model0_chainA_4K6_resi301__chainA_altB_1,0.868,0.724,0.144
4LB_23_10,mini_4z8d_model0_chainB_4LB_resi401__chainB_1,0.903,0.605,0.298
4LB_3_1,mini_4z8d_model0_chainB_4LB_resi401__chainB_1,0.883,0.718,0.165
4LB_8_57,mini_4z8d_model0_chainB_4LB_resi401__chainB_1,0.883,0.695,0.188
4M6_9_52,mini_4zbi_model0_chainE_4M6_resi400__chainE_1,1.047,0.638,0.409
4M6_14_24,mini_4zbi_model0_chainE_4M6_resi400__chainE_1,0.92,0.64,0.281
4M6_18_171,mini_4zbi_model0_chainE_4M6_resi400__chainE_1,0.885,0.679,0.206
KB0_16_3,mini_4zi1_model0_chainA_KB0_resi601__chainA_1,1.064,0.713,0.352
KB0_8_55,mini_4zi1_model0_chainA_KB0_resi601__chainA_1,1.043,0.754,0.289
KB0_10_174,mini_4zi1_model0_chainA_KB0_resi601__chainA_1,1.018,0.594,0.425
4OQ_7_3,mini_4zji_model0_chainC_4OQ_resi601__chainC_altA_1,0.965,0.707,0.258
4OQ_11_37,mini_4zji_model0_chainC_4OQ_resi601__chainC_altA_1,0.945,0.67,0.275
4OQ_26_6,mini_4zji_model0_chainC_4OQ_resi601__chainC_altA_1,0.89,0.604,0.286
18X_19_164,mini_4zl1_model0_chainA_18X_resi403__chainA_1,1.223,0.664,0.559
18X_2_1,mini_4zl1_model0_chainA_18X_resi403__chainA_1,0.955,0.662,0.293
18X_8_104,mini_4zl1_model0_chainA_18X_resi403__chainA_1,0.944,0.611,0.333
4R5_22_8,mini_4zmg_model0_chainA_4R5_resi403__chainA_altA_1,0.944,0.664,0.281
4R5_21_14,mini_4zmg_model0_chainA_4R5_resi403__chainA_altA_1,0.915,0.67,0.245
4R5_25_49,mini_4zmg_model0_chainA_4R5_resi403__chainA_altA_1,0.891,0.677,0.213
4QT_18_100,mini_4zms_model0_chainA_4QT_resi203__chainA_1,0.823,0.641,0.182
4QT_23_12,mini_4zms_model0_chainA_4QT_resi203__chainA_1,0.781,0.486,0.295
4QT_10_30,mini_4zms_model0_chainA_4QT_resi203__chainA_1,0.774,0.552,0.222
4PX_18_0,mini_4zo5_model0_chainA_4PX_resi803__chainA_1,1.124,0.818,0.305
4PX_7_0,mini_4zo5_model0_chainA_4PX_resi803__chainA_1,1.049,0.746,0.302
4PX_16_0,mini_4zo5_model0_chainA_4PX_resi803__chainA_1,1.023,0.775,0.248
62L_17_1,mini_4zok_model0_chainA_62L_resi403__chainA_altA_1,1.28,0.737,0.543
62L_25_70,mini_4zok_model0_chainA_62L_resi403__chainA_altA_1,1.101,0.574,0.527
62L_9_36,mini_4zok_model0_chainA_62L_resi403__chainA_altA_1,1.082,0.655,0.427
4R0_7_0,mini_4zsj_model0_chainA_4R0_resi405__chainA_altA_1,1.054,0.741,0.313
4R0_22_78,mini_4zsj_model0_chainA_4R0_resi405__chainA_altA_1,0.999,0.752,0.247
4R0_18_110,mini_4zsj_model0_chainA_4R0_resi405__chainA_altA_1,0.94,0.607,0.333
4RZ_7_8,mini_4zsp_model0_chainA_4RZ_resi401__chainA_altB_1,1.151,0.801,0.351
4RZ_24_30,mini_4zsp_model0_chainA_4RZ_resi401__chainA_altB_1,1.07,0.716,0.354
4RZ_22_256,mini_4zsp_model0_chainA_4RZ_resi401__chainA_altB_1,1.018,0.709,0.309
4RX_23_2,mini_4zsq_model0_chainA_4RX_resi401__chainA_altA_1,1.051,0.724,0.328
4RX_26_59,mini_4zsq_model0_chainA_4RX_resi401__chainA_altA_1,0.964,0.684,0.28
4RX_7_88,mini_4zsq_model0_chainA_4RX_resi401__chainA_altA_1,0.96,0.748,0.212
4RY_18_26,mini_4zsr_model0_chainB_4RY_resi401__chainB_altA_1,0.984,0.716,0.268
4RY_19_9,mini_4zsr_model0_chainB_4RY_resi401__chainB_altA_1,0.982,0.629,0.354
4RY_25_127,mini_4zsr_model0_chainB_4RY_resi401__chainB_altA_1,0.981,0.662,0.319
4RO_13_209,mini_4zt4_model0_chainB_4RO_resi803__chainB_altA_1,1.048,0.744,0.303
4RO_9_281,mini_4zt4_model0_chainB_4RO_resi803__chainB_altA_1,0.942,0.719,0.223
4RO_4_125,mini_4zt4_model0_chainB_4RO_resi803__chainB_altA_1,0.916,0.705,0.212
4V1_19_0,mini_4zw1_model0_chainA_4V1_resi201__chainA_altB_1,1.051,0.743,0.308
4V1_11_23,mini_4zw1_model0_chainA_4V1_resi201__chainA_altB_1,0.994,0.744,0.25
4V1_18_248,mini_4zw1_model0_chainA_4V1_resi201__chainA_altB_1,0.993,0.851,0.142
4T5_15_7,mini_4zy5_model0_chainB_4T5_resi601__chainB_1,0.969,0.67,0.299
4T5_24_63,mini_4zy5_model0_chainB_4T5_resi601__chainB_1,0.943,0.672,0.27
4T5_7_5,mini_4zy5_model0_chainB_4T5_resi601__chainB_1,0.876,0.677,0.199
4T6_22_268,mini_4zy6_model0_chainB_4T6_resi601__chainB_1,0.936,0.738,0.197
4T6_25_0,mini_4zy6_model0_chainB_4T6_resi601__chainB_1,0.922,0.709,0.213
4T6_6_162,mini_4zy6_model0_chainB_4T6_resi601__chainB_1,0.917,0.707,0.21
CQ8_8_291,mini_4zzn_model0_chainA_CQ8_resi1355__chainA_altA_1,0.959,0.658,0.301
CQ8_10_1,mini_4zzn_model0_chainA_CQ8_resi1355__chainA_altA_1,0.938,0.653,0.285
CQ8_16_53,mini_4zzn_model0_chainA_CQ8_resi1355__chainA_altA_1,0.899,0.729,0.171
CQ3_9_10,mini_4zzo_model0_chainA_CQ3_resi1357__chainA_1,0.916,0.639,0.276
CQ3_25_3,mini_4zzo_model0_chainA_CQ3_resi1357__chainA_1,0.877,0.666,0.211
CQ3_23_16,mini_4zzo_model0_chainA_CQ3_resi1357__chainA_1,0.871,0.599,0.272
D7N_15_33,mini_4zzy_model0_chainA_D7N_resi1584__chainA_1,1.058,0.716,0.342
D7N_6_17,mini_4zzy_model0_chainA_D7N_resi1584__chainA_1,1.031,0.631,0.4
D7N_17_128,mini_4zzy_model0_chainA_D7N_resi1584__chainA_1,1.014,0.616,0.398
NP8_4_20,mini_5a5r_model0_chainA_NP8_resi2111__chainA_altB_1,0.993,0.77,0.223
NP8_24_7,mini_5a5r_model0_chainA_NP8_resi2111__chainA_altB_1,0.9,0.686,0.215
NP8_22_30,mini_5a5r_model0_chainA_NP8_resi2111__chainA_altB_1,0.885,0.669,0.216
78J_23_94,mini_5a81_model0_chainA_78J_resi2111__chainA_altB_1,1.063,0.662,0.401
78J_13_166,mini_5a81_model0_chainA_78J_resi2111__chainA_altB_1,0.965,0.734,0.231
78J_16_20,mini_5a81_model0_chainA_78J_resi2111__chainA_altB_1,0.925,0.642,0.283
XTK_24_132,mini_5a8e_model0_chainA_XTK_resi501__chainA_altB_1,1.036,0.775,0.261
XTK_22_36,mini_5a8e_model0_chainA_XTK_resi501__chainA_altB_1,0.998,0.651,0.347
XTK_16_22,mini_5a8e_model0_chainA_XTK_resi501__chainA_altB_1,0.917,0.621,0.296
XOC_11_109,mini_5aan_model0_chainA_XOC_resi1189__chainA_altB_1,1.005,0.753,0.253
XOC_2_128,mini_5aan_model0_chainA_XOC_resi1189__chainA_altB_1,0.952,0.719,0.233
XOC_16_21,mini_5aan_model0_chainA_XOC_resi1189__chainA_altB_1,0.895,0.648,0.247
VNY_9_228,mini_5aap_model0_chainA_VNY_resi201__chainA_altA_1,0.904,0.745,0.159
VNY_22_13,mini_5aap_model0_chainA_VNY_resi201__chainA_altA_1,0.839,0.729,0.109
VNY_25_243,mini_5aap_model0_chainA_VNY_resi201__chainA_altA_1,0.832,0.775,0.057
XBR_17_34,mini_5aau_model0_chainA_XBR_resi1553__chainA_altB_1,0.906,0.613,0.293
XBR_2_27,mini_5aau_model0_chainA_XBR_resi1553__chainA_altB_1,0.896,0.7,0.196
XBR_8_0,mini_5aau_model0_chainA_XBR_resi1553__chainA_altB_1,0.858,0.593,0.266
SAS_13_4,mini_5acl_model0_chainA_SAS_resi1111__chainA_altB_1,0.816,0.599,0.217
SAS_20_0,mini_5acl_model0_chainA_SAS_resi1111__chainA_altB_1,0.79,0.578,0.211
SAS_22_169,mini_5acl_model0_chainA_SAS_resi1111__chainA_altB_1,0.78,0.595,0.186
KQS_22_281,mini_5adz_model0_chainA_KQS_resi888__chainA_altB_1,1.005,0.823,0.182
KQS_7_232,mini_5adz_model0_chainA_KQS_resi888__chainA_altB_1,0.902,0.676,0.225
KQS_14_35,mini_5adz_model0_chainA_KQS_resi888__chainA_altB_1,0.899,0.655,0.244
B2Z_10_207,mini_5ae1_model0_chainD_B2Z_resi888__chainD_1,0.977,0.713,0.264
B2Z_7_246,mini_5ae1_model0_chainD_B2Z_resi888__chainD_1,0.949,0.733,0.216
B2Z_14_214,mini_5ae1_model0_chainD_B2Z_resi888__chainD_1,0.901,0.701,0.2
FYC_20_148,mini_5ae2_model0_chainD_FYC_resi888__chainD_altA_1,1.121,0.872,0.249
FYC_15_248,mini_5ae2_model0_chainD_FYC_resi888__chainD_altA_1,0.936,0.59,0.346
FYC_2_120,mini_5ae2_model0_chainD_FYC_resi888__chainD_altA_1,0.915,0.701,0.215
QUP_21_299,mini_5aep_model0_chainA_QUP_resi2000__chainA_altA_1,1.04,0.716,0.324
QUP_24_9,mini_5aep_model0_chainA_QUP_resi2000__chainA_altA_1,1.003,0.765,0.239
QUP_25_161,mini_5aep_model0_chainA_QUP_resi2000__chainA_altA_1,0.983,0.678,0.305
P07_6_0,mini_5afg_model0_chainB_P07_resi1030__chainB_chainA_altB_1,1.101,0.751,0.35
P07_9_214,mini_5afg_model0_chainB_P07_resi1030__chainB_chainA_altB_1,0.949,0.668,0.281
P07_15_10,mini_5afg_model0_chainB_P07_resi1030__chainB_chainA_altB_1,0.896,0.518,0.378
DLR_5_7,mini_5ag5_model0_chainA_DLR_resi1422__chainA_1,1.101,0.642,0.459
DLR_21_197,mini_5ag5_model0_chainA_DLR_resi1422__chainA_1,1.063,0.783,0.281
DLR_23_258,mini_5ag5_model0_chainA_DLR_resi1422__chainA_1,1.029,0.761,0.268
5PE_19_6,mini_5ag6_model0_chainA_5PE_resi1422__chainA_1,0.982,0.591,0.391
5PE_26_93,mini_5ag6_model0_chainA_5PE_resi1422__chainA_1,0.937,0.713,0.224
5PE_11_4,mini_5ag6_model0_chainA_5PE_resi1422__chainA_1,0.93,0.627,0.303
M9M_20_19,mini_5age_model0_chainA_M9M_resi1422__chainA_1,0.851,0.547,0.303
M9M_8_115,mini_5age_model0_chainA_M9M_resi1422__chainA_1,0.81,0.63,0.18
M9M_14_41,mini_5age_model0_chainA_M9M_resi1422__chainA_1,0.793,0.578,0.216
TGW_20_5,mini_5al3_model0_chainB_TGW_resi3166__chainB_altB_1,1.237,0.825,0.412
TGW_18_85,mini_5al3_model0_chainB_TGW_resi3166__chainB_altB_1,1.17,0.842,0.328
TGW_1_29,mini_5al3_model0_chainB_TGW_resi3166__chainB_altB_1,1.093,0.83,0.262
A0J_22_10,mini_5alo_model0_chainA_A0J_resi1551__chainA_1,1.012,0.829,0.183
A0J_7_270,mini_5alo_model0_chainA_A0J_resi1551__chainA_1,0.96,0.613,0.348
A0J_4_128,mini_5alo_model0_chainA_A0J_resi1551__chainA_1,0.936,0.703,0.233
QYD_10_252,mini_5alp_model0_chainA_QYD_resi1554__chainA_1,1.11,0.737,0.373
QYD_8_143,mini_5alp_model0_chainA_QYD_resi1554__chainA_1,1.04,0.704,0.336
QYD_12_7,mini_5alp_model0_chainA_QYD_resi1554__chainA_1,1.036,0.598,0.438
XQ9_14_93,mini_5alz_model0_chainA_XQ9_resi1551__chainA_1,1.157,0.755,0.402
XQ9_22_16,mini_5alz_model0_chainA_XQ9_resi1551__chainA_1,1.0,0.7,0.301
XQ9_20_11,mini_5alz_model0_chainA_XQ9_resi1551__chainA_1,0.991,0.749,0.242
I5T_11_281,mini_5am1_model0_chainA_I5T_resi1552__chainA_altB_1,0.976,0.703,0.273
I5T_23_8,mini_5am1_model0_chainA_I5T_resi1552__chainA_altB_1,0.966,0.665,0.301
I5T_16_72,mini_5am1_model0_chainA_I5T_resi1552__chainA_altB_1,0.942,0.656,0.286
38O_5_198,mini_5am6_model0_chainB_38O_resi1763__chainB_altB_1,0.987,0.812,0.176
38O_19_98,mini_5am6_model0_chainB_38O_resi1763__chainB_altB_1,0.981,0.781,0.2
38O_1_1,mini_5am6_model0_chainB_38O_resi1763__chainB_altB_1,0.927,0.655,0.272
RJE_1_4,mini_5ant_model0_chainC_RJE_resi1157__chainC_1,1.193,0.799,0.394
RJE_8_16,mini_5ant_model0_chainC_RJE_resi1157__chainC_1,0.984,0.68,0.304
RJE_18_178,mini_5ant_model0_chainC_RJE_resi1157__chainC_1,0.981,0.664,0.317
9CQ_9_52,mini_5anw_model0_chainA_9CQ_resi1157__chainA_altC_1,0.991,0.776,0.216
9CQ_7_9,mini_5anw_model0_chainA_9CQ_resi1157__chainA_altC_1,0.986,0.659,0.327
9CQ_10_18,mini_5anw_model0_chainA_9CQ_resi1157__chainA_altC_1,0.962,0.805,0.156
KC7_9_7,mini_5aqv_model0_chainA_KC7_resi1382__chainA_altA_1,0.931,0.633,0.298
KC7_13_4,mini_5aqv_model0_chainA_KC7_resi1382__chainA_altA_1,0.876,0.603,0.273
